date,open,high,low,close,volume,hold
2014-01-03,18636.463414,18708.161817,18032.148305,18052.633563,777040.0,225800.0
2014-01-10,18001.420418,18057.754877,17064.219867,17330.52822,2502940.0,208304.0
2014-01-17,17453.439768,17463.682397,16628.908136,17033.49198,2109276.0,203248.0
2014-01-24,16910.580432,17345.892164,16700.606538,16972.036206,2572626.0,204516.0
2014-01-31,16777.426256,16874.731231,15691.707585,15855.589648,1816794.0,206918.0
2014-02-07,15748.042044,16173.111146,15655.858383,15763.405987,364196.0,217108.0
2014-02-14,15865.832277,16362.599782,15845.347019,15998.986454,2171848.0,204414.0
2014-02-21,16080.927486,16808.154143,15855.589648,15937.53068,2599260.0,193162.0
2014-02-28,15876.074906,15906.802793,14856.933323,15343.4582,2326828.0,189736.0
2014-03-07,15343.4582,15707.071528,14821.084122,15543.189465,2802676.0,222218.0
2014-03-14,14749.385719,16265.294807,14723.779147,16121.898001,3221554.0,223916.0
2014-03-21,16055.320913,16167.989832,15189.818765,15394.671344,4466906.0,221618.0
2014-03-28,15312.730313,16372.528929,14959.359613,16050.094004,4510696.0,236092.0
2014-04-04,16172.926357,16556.777457,15589.472684,15814.66533,3689116.0,253928.0
2014-04-11,15799.311286,16234.342533,15323.335921,15364.280039,3280474.0,310530.0
2014-04-18,15354.044009,15574.11864,14535.161662,14535.161662,3995534.0,361482.0
2014-04-25,14448.155413,14627.285926,14079.658357,14335.55909,3946932.0,362322.0
2014-05-02,14330.441075,15149.323423,14212.726738,14678.466073,2544056.0,325894.0
2014-05-09,14622.167912,14837.124528,14079.658357,14095.012401,3085152.0,350382.0
2014-05-16,14171.782621,14780.826366,13956.826005,14146.192547,3260470.0,339960.0
2014-05-23,14187.136665,15021.373056,14130.838503,14780.826366,3975012.0,303278.0
2014-05-30,14944.602836,15190.26754,14396.975266,14458.391442,3119112.0,303232.0
2014-06-06,14509.571589,14729.64622,14258.78887,14535.161662,2125174.0,301054.0
2014-06-13,14535.161662,14842.242542,14371.385193,14729.64622,2928314.0,279336.0
2014-06-20,14719.41019,15379.634083,14483.981516,15318.217907,3134270.0,300488.0
2014-06-27,15446.168273,15814.66533,15384.752097,15497.34842,2601914.0,275200.0
2014-07-04,15354.044009,15425.696215,14791.062396,14990.664968,2202648.0,243448.0
2014-07-11,14980.428939,14990.664968,14125.720489,14233.198797,1986664.0,245684.0
2014-07-18,14151.310562,14642.63997,14146.192547,14396.975266,1320192.0,200530.0
2014-07-25,14412.32931,16270.168635,14243.434826,16085.920107,2212510.0,222736.0
2014-08-01,16080.802093,16526.069369,15712.305036,15850.491432,2829648.0,230422.0
2014-08-08,15809.547315,16101.274151,15604.826728,15896.553564,1974562.0,236636.0
2014-08-15,15952.851726,15998.913858,15133.969379,15205.621584,2097112.0,258964.0
2014-08-22,15154.441437,15553.646582,15041.845115,15461.522317,2073522.0,249284.0
2014-08-29,15554.198775,15600.537004,14859.125344,14920.909649,2008338.0,269586.0
2014-09-05,14967.247878,15008.437414,14421.486517,14519.311667,2240226.0,266536.0
2014-09-12,14519.311667,14519.311667,13680.074858,13922.063385,2037620.0,276098.0
2014-09-19,13886.022541,14158.903221,13160.056958,13216.69257,2347202.0,277072.0
2014-09-26,13180.651726,13180.651726,12058.236852,12784.202436,3105360.0,224102.0
2014-10-03,12717.269439,13026.190963,12310.522764,12583.403445,1314462.0,198674.0
2014-10-10,11152.067046,13129.164805,11018.201052,12660.633826,1278390.0,214118.0
2014-10-17,12629.741673,13366.004641,12624.592981,13082.826576,3148592.0,185610.0
2014-10-24,13273.328183,13777.900007,12954.109274,13772.751315,2691916.0,199190.0
2014-10-31,13731.561778,13983.84769,13314.51772,13705.818318,2919852.0,205634.0
2014-11-07,13618.290553,13669.777473,12547.3626,12990.150119,2698346.0,175464.0
2014-11-14,12990.150119,13541.060171,12892.324969,13319.666412,2306330.0,173962.0
2014-11-21,13494.721943,13705.818318,12768.756359,13046.785732,2835626.0,184094.0
2014-11-28,13113.718729,13335.112488,12619.444289,13108.570037,3137626.0,172624.0
2014-12-05,12784.202436,13192.077924,12490.726987,12821.114254,2721808.0,190634.0
2014-12-12,13009.136936,13029.463713,11769.203572,12434.905501,3185260.0,190488.0
2014-12-19,12429.823807,12943.074913,12353.598395,12638.173266,2359504.0,178940.0
2014-12-26,12714.398677,12851.604418,12297.69976,12724.562066,2014618.0,171144.0
2015-01-02,12749.970536,13964.49543,12673.745124,13812.044606,1732674.0,189650.0
2015-01-09,13740.900889,13994.985594,13171.751148,13466.489406,3053900.0,181638.0
2015-01-16,13471.571101,13705.32903,12551.784466,12856.686113,3025908.0,187658.0
2015-01-23,12805.869171,13644.3487,12668.66343,13405.509077,2876228.0,188226.0
2015-01-30,13435.999242,13674.838865,13024.382018,13085.362348,2780242.0,174456.0
2015-02-06,13146.342677,14050.88423,13024.382018,13969.577124,2634596.0,185230.0
2015-02-13,13923.841877,14223.66183,13664.675477,14157.599806,1981064.0,170324.0
2015-02-20,14157.599806,14386.276041,13324.201971,13369.937218,821494.0,136254.0
2015-02-27,14055.965924,14081.374394,13329.283665,13659.593783,396512.0,164456.0
2015-03-06,13669.757171,13817.1263,12805.869171,12907.503054,1775262.0,197236.0
2015-03-13,12902.42136,13126.015901,12653.418348,12943.074913,2011576.0,205068.0
2015-03-20,12907.503054,12922.748136,12546.702772,12765.215618,1874832.0,224660.0
2015-03-27,12816.03256,13491.897877,12785.542395,13024.382018,2583348.0,227124.0
2015-04-03,13049.790489,13090.444042,12704.235289,12983.728465,1893118.0,220616.0
2015-04-10,12983.728465,13202.241312,12404.415336,12551.784466,1477952.0,252222.0
2015-04-17,12556.86616,13054.182324,12556.86616,12892.081496,2017804.0,223514.0
2015-04-24,12866.753241,13758.307797,12785.702827,13636.732176,2309724.0,260612.0
2015-05-01,13697.519986,14771.437973,13575.944365,14659.993654,2616254.0,286622.0
2015-05-08,14852.488387,15470.497795,14730.912766,14842.357086,3190418.0,266520.0
2015-05-15,14903.144896,15085.508328,14295.26679,14508.024127,2533088.0,247720.0
2015-05-22,14442.170666,14822.094482,13722.848241,14077.443802,2467628.0,216892.0
2015-05-29,13925.474276,15348.922174,13829.226909,15207.083949,3242494.0,241846.0
2015-06-05,15212.1496,15445.169541,14259.807234,14538.418033,3152164.0,212840.0
2015-06-12,14558.680636,14817.028831,14041.984246,14067.312501,2020502.0,210638.0
2015-06-19,14067.312501,14315.529394,13814.029956,13905.211672,1835832.0,201704.0
2015-06-26,14062.24685,14128.100311,13347.990075,13555.681761,946346.0,183610.0
2015-07-03,13575.944365,14938.604452,12780.637176,14614.402796,1347322.0,94688.0
2015-07-10,13393.580933,13418.909188,11119.103687,12324.728597,2237980.0,112482.0
2015-07-17,12284.20339,13626.600874,12147.430816,13393.580933,1835856.0,121236.0
2015-07-24,13261.87401,13814.029956,12876.884543,12887.015845,2362958.0,166474.0
2015-07-31,12988.328863,13120.035786,12517.223331,12785.702827,2402954.0,153972.0
2015-08-07,12821.162383,12968.066259,11954.936083,12269.006437,3019570.0,172076.0
2015-08-14,12208.218627,12750.243271,12117.036911,12441.238567,2903118.0,186360.0
2015-08-21,12471.632473,12593.208094,11853.623065,12193.021674,2496596.0,187536.0
2015-08-28,12208.218627,12289.269041,10940.760894,11440.316432,3171088.0,176150.0
2015-09-04,11371.07111,11539.238321,11044.628877,11193.01171,1351840.0,169340.0
2015-09-11,9882.296685,11949.764159,9872.404496,11732.136004,3544506.0,220272.0
2015-09-18,11672.782871,11831.057893,11361.178921,11430.424243,5105826.0,215968.0
2015-09-25,11366.125016,11573.860982,11163.335144,11539.238321,3743806.0,205590.0
2015-10-02,11504.61566,11682.67506,11084.197633,11178.173427,1525742.0,181602.0
2015-10-09,11465.046904,11732.136004,11232.580466,11727.18991,1295916.0,219454.0
2015-10-16,11727.18991,11845.896176,11479.885188,11484.831282,4343056.0,231280.0
2015-10-23,11484.831282,11524.400038,10861.623383,11188.065616,4178064.0,252382.0
2015-10-30,11173.227333,11183.119522,10599.480378,10693.456172,3728374.0,274512.0
2015-11-06,10693.456172,10866.569478,10297.768617,10431.313167,3065956.0,269780.0
2015-11-13,10436.259262,10851.731194,10268.092051,10752.809306,3442338.0,205824.0
