date,open,high,low,close,volume,hold
2014-01-03,3172.09988,3203.626866,3155.12381,3185.43822,5655418.0,1100232.0
2014-01-10,3186.650797,3199.989137,3107.83333,3142.998046,12324010.0,985004.0
2014-01-17,3140.572893,3287.294638,3124.8094,3243.641888,9004174.0,1064148.0
2014-01-24,3247.279617,3267.893416,2964.749314,2975.662502,6239804.0,816336.0
2014-01-31,3157.548963,3187.863373,2968.387043,3009.614641,2099510.0,725520.0
2014-02-07,3055.692545,3139.360317,3053.267392,3113.896212,488472.0,761898.0
2014-02-14,3132.084858,3136.935164,3064.180579,3096.920142,2438436.0,909334.0
2014-02-21,3096.920142,3122.384247,3053.267392,3060.54285,4061706.0,906160.0
2014-02-28,3072.668614,3118.746518,3037.503899,3054.479968,7447762.0,885152.0
2014-03-07,3073.881191,3127.234553,3044.779357,3110.258483,4728484.0,996142.0
2014-03-14,3138.14774,3164.824421,3030.22844,3031.441017,6606016.0,998306.0
2014-03-21,3035.078746,3097.81741,2990.213419,3063.987891,6527512.0,837834.0
2014-03-28,3037.407554,3148.561689,3037.407554,3125.605944,5904944.0,820102.0
2014-04-04,3120.773155,3239.176473,3100.233804,3237.968276,7177248.0,759992.0
2014-04-11,3227.094502,3321.333877,3221.053516,3271.797795,6085828.0,784618.0
2014-04-18,3263.340415,3359.996185,3252.466641,3358.787988,7899974.0,807368.0
2014-04-25,3366.03717,3376.910944,3302.002723,3353.955199,8394326.0,844858.0
2014-05-02,3392.617507,3506.188036,3388.992915,3497.730656,5070824.0,811776.0
2014-05-09,3467.525728,3526.727387,3439.737194,3471.150319,10400456.0,1058000.0
2014-05-16,3494.106065,3616.133974,3465.109334,3613.717579,10369458.0,1149000.0
2014-05-23,3616.133974,3742.994671,3585.929046,3740.578277,10677720.0,991352.0
2014-05-30,3738.161883,3767.158613,3631.840536,3713.99794,12798514.0,882708.0
2014-06-06,3718.830729,3729.704503,3548.474935,3582.304454,9093188.0,771102.0
2014-06-13,3591.970031,3732.120897,3585.929046,3713.99794,15882286.0,986750.0
2014-06-20,3720.038926,3764.742219,3625.799551,3654.796281,15989860.0,936280.0
2014-06-27,3675.335632,3722.45532,3628.215945,3694.666786,12472054.0,853480.0
2014-07-04,3674.127435,3735.745488,3570.222483,3573.847075,13273202.0,1037934.0
2014-07-11,3576.263469,3583.512651,3405.907675,3456.651954,11947110.0,810080.0
2014-07-18,3410.740464,3483.232291,3379.327339,3397.450295,9448554.0,741800.0
2014-07-25,3376.910944,3428.86342,2876.717338,2903.297674,6563208.0,676386.0
2014-08-01,2935.918996,3012.035415,2910.546857,2927.461616,5887438.0,721076.0
2014-08-08,2920.212434,2968.540318,2898.79762,2911.95223,7199750.0,794068.0
2014-08-15,2910.756357,2939.457323,2760.076282,2818.674089,11648646.0,756556.0
2014-08-22,2812.694721,2824.653457,2757.684535,2822.26171,9027276.0,693200.0
2014-08-29,2828.241078,2833.024572,2760.076282,2779.21026,8593464.0,687120.0
2014-09-05,2779.21026,2786.385502,2645.272416,2660.818773,8382120.0,686566.0
2014-09-12,2654.839405,2678.756877,2566.344758,2647.664163,8078258.0,686090.0
2014-09-19,2634.509554,2672.777509,2579.499368,2607.004461,9366760.0,726080.0
2014-09-26,2579.499368,2593.849851,2488.612974,2538.839665,9394252.0,740466.0
2014-10-03,2523.293308,2562.757137,2504.159331,2532.860297,2589478.0,618978.0
2014-10-10,2654.839405,2667.994015,2482.633606,2492.200594,3166826.0,693500.0
2014-10-17,2473.066617,2648.860037,2471.870743,2621.354944,8799700.0,561384.0
2014-10-24,2602.220966,2728.983568,2589.066357,2718.220706,7245656.0,620194.0
2014-10-31,2690.715613,2836.612193,2683.540371,2821.065836,8690788.0,628372.0
2014-11-07,2819.869962,2829.436951,2646.46829,2744.529925,8562290.0,585682.0
2014-11-14,2749.31342,2819.869962,2685.932119,2724.200074,6702350.0,609978.0
2014-11-21,2700.282602,2734.962936,2605.808587,2667.994015,9894698.0,723124.0
2014-11-28,2684.736245,2752.901041,2641.684795,2727.787695,9101038.0,723130.0
2014-12-05,2676.36513,2702.674349,2594.628287,2645.272416,10576740.0,843956.0
2014-12-12,2671.183366,2799.560344,2658.227891,2768.938313,10393408.0,987822.0
