date,open,high,low,close,volume,hold
2014-01-03,4874.402598,4889.676472,4839.781814,4848.946139,382038.0,606614.0
2014-01-10,4824.50794,4824.50794,4580.125942,4637.148408,2443394.0,689138.0
2014-01-17,4648.34925,4695.189132,4561.797292,4565.870325,1441868.0,727138.0
2014-01-24,4541.432126,4608.637175,4531.249542,4560.779034,1664740.0,739872.0
2014-01-31,4564.852067,4575.03465,4434.515001,4466.08101,1338936.0,584624.0
2014-02-07,4581.1442,4590.308525,4545.505159,4565.870325,268558.0,559338.0
2014-02-14,4542.450384,4675.842224,4541.432126,4646.312733,1769486.0,564428.0
2014-02-21,4636.13015,4829.599231,4588.272008,4814.325356,2124234.0,507824.0
2014-02-28,4838.763556,4892.731247,4749.156824,4765.448957,2944910.0,563034.0
2014-03-07,4735.919465,4936.516355,4732.86469,4933.46158,2899678.0,653438.0
2014-03-14,4926.333772,5005.757921,4845.891364,4875.420856,3118900.0,609608.0
2014-03-21,4831.635748,4899.711602,4767.485473,4821.464474,2828984.0,559856.0
2014-03-28,4792.636585,5043.851048,4733.951239,5043.851048,4751818.0,676458.0
2014-04-04,5027.377968,5108.713799,4887.356792,4930.598626,4429554.0,609476.0
2014-04-11,4890.445494,4990.313539,4864.706308,4933.687328,2635002.0,586342.0
2014-04-18,4906.918574,5039.732778,4898.682034,5021.200563,3491546.0,758834.0
2014-04-25,5016.052726,5070.619802,4950.160408,5002.668349,3288936.0,770248.0
2014-05-02,5024.289266,5036.644076,4943.983003,4943.983003,1855868.0,440.0
2014-05-09,4974.870027,5005.757051,4824.553176,4854.410633,3170218.0,708884.0
2014-05-16,4844.114958,5065.471965,4844.114958,4997.520512,3494202.0,661428.0
2014-05-23,4970.751757,5045.910183,4910.007276,4940.894301,3027012.0,561422.0
2014-05-30,4945.012571,4992.372674,4900.741169,4985.165702,1894730.0,516198.0
2014-06-06,4957.36738,4977.95873,4890.445494,4890.445494,1090044.0,489744.0
2014-06-13,4900.741169,4905.889007,4746.306048,4776.163505,1072302.0,476962.0
2014-06-20,4815.287069,5240.498435,4803.961827,5205.493141,2121072.0,479524.0
2014-06-27,5215.788816,5284.769836,5173.576549,5182.842657,2858756.0,532496.0
2014-07-04,5133.423418,5135.482553,5070.619802,5115.920771,1908830.0,537158.0
2014-07-11,5111.802501,5116.950338,4916.184681,4917.214249,2584440.0,599326.0
2014-07-18,4925.450789,4988.254404,4903.829872,4974.870027,1846886.0,586002.0
2014-07-25,5004.727484,5039.732778,4914.125546,4922.362086,2442414.0,604926.0
2014-08-01,4929.569058,4975.899595,4831.760149,4846.174093,2585056.0,655446.0
2014-08-08,4854.410633,4904.859439,4797.784422,4804.991394,1854940.0,677944.0
2014-08-15,4834.951564,4840.117111,4655.190545,4694.448698,2516750.0,784848.0
2014-08-22,4693.415589,4713.044666,4575.641128,4665.521638,2678156.0,765104.0
2014-08-29,4608.700626,4706.84601,4560.144488,4696.514917,2956382.0,854198.0
2014-09-05,4683.084496,4769.865678,4579.773565,4621.097937,3989786.0,941070.0
2014-09-12,4603.535079,4658.289872,4512.62146,4575.641128,3657264.0,980832.0
2014-09-19,4514.687679,4576.674237,4421.707841,4425.840278,3771306.0,1013900.0
2014-09-26,4411.376748,4631.42903,4300.834052,4631.42903,4474484.0,869712.0
2014-10-03,4752.30282,4802.925176,4666.554747,4790.527864,2213646.0,760622.0
2014-10-10,4838.050892,4858.713078,4628.329702,4634.528358,1848692.0,746698.0
2014-10-17,4627.296593,4841.15022,4613.866172,4718.210212,5059180.0,727674.0
2014-10-24,4720.276431,4890.739467,4707.879119,4843.216439,6876556.0,793700.0
