date,open,high,low,close,volume,hold,settle,symbol,adj_open,adj_high,adj_low,adj_close,ret_raw_close,ret_adj_close
2014-02-19,50760.000000,50850.000000,50660.000000,50750.000000,52758,192146,50737.000000,CU0,51550.483461,51641.885028,51448.926165,51540.327732,-0.004121,-0.004121
2014-02-20,50450.000000,50600.000000,50370.000000,50570.000000,47122,216468,50499.000000,CU0,51235.655844,51387.991788,51154.410007,51357.524599,-0.003547,-0.003547
2014-02-21,50510.000000,50620.000000,50480.000000,50560.000000,32576,221266,50560.000000,CU0,51296.590221,51408.303247,51266.123033,51347.368869,-0.000198,-0.000198
2014-02-24,49800.000000,49890.000000,49460.000000,49840.000000,135816,280190,49642.000000,CU0,50575.533420,50666.934986,50230.238613,50616.156338,-0.014241,-0.014241
2014-02-25,49520.000000,49650.000000,49280.000000,49560.000000,144458,298226,49444.000000,CU0,50291.172991,50423.197476,50047.435480,50331.795909,-0.005618,-0.005618
2014-02-26,49800.000000,49880.000000,49370.000000,49370.000000,129084,293858,49590.000000,CU0,50575.533420,50656.779256,50138.837047,50138.837047,-0.003834,-0.003834
2014-02-27,49230.000000,49380.000000,48930.000000,49210.000000,152400,306594,49132.000000,CU0,50159.214546,50312.045791,49853.552056,50138.837047,-0.003241,0.000000
2014-02-28,49260.000000,49330.000000,49120.000000,49150.000000,68002,301442,49203.000000,CU0,50189.780795,50261.102043,50047.138300,50077.704549,-0.001219,-0.001219
2014-03-03,48680.000000,48770.000000,48600.000000,48710.000000,68468,317432,48683.000000,CU0,49598.833315,49690.532062,49517.323318,49629.399564,-0.008952,-0.008952
2014-03-04,49010.000000,49440.000000,48930.000000,49370.000000,135188,301678,49194.000000,CU0,49935.062054,50373.178289,49853.552056,50301.857041,0.013550,0.013550
2014-03-05,49320.000000,49430.000000,49160.000000,49220.000000,91320,284996,49288.000000,CU0,50250.913293,50362.989539,50087.893298,50149.025796,-0.003038,-0.003038
2014-03-06,49180.000000,49310.000000,49140.000000,49260.000000,69134,277806,49214.000000,CU0,50108.270798,50240.724543,50067.515799,50189.780795,0.000813,0.000813
2014-03-07,48130.000000,48180.000000,46670.000000,46830.000000,405772,294314,47351.000000,CU0,49038.452084,49089.395832,47550.894635,47713.914629,-0.049330,-0.049330
2014-03-10,46120.000000,46430.000000,45560.000000,45600.000000,260544,279348,45989.000000,CU0,46990.513404,47306.364643,46419.943423,46460.698422,-0.026265,-0.026265
2014-03-11,46180.000000,46180.000000,43890.000000,44020.000000,704548,373370,45062.000000,CU0,47051.645902,47051.645902,44718.422231,44850.875976,-0.034649,-0.034649
2014-03-12,44380.000000,45110.000000,44030.000000,44750.000000,781164,390766,44587.000000,CU0,45217.670964,45961.449689,44861.064726,45594.654701,0.016583,0.016583
2014-03-13,44370.000000,44840.000000,44120.000000,44190.000000,519760,423398,44476.000000,CU0,45207.482214,45686.353448,44952.763473,45024.084720,-0.012514,-0.012514
2014-03-14,44860.000000,44960.000000,44350.000000,44590.000000,407970,432754,44653.000000,CU0,45706.730947,45808.618444,45187.104715,45431.634707,0.009052,0.009052
2014-03-17,44770.000000,44830.000000,44420.000000,44580.000000,298458,464568,44586.000000,CU0,45615.032200,45676.164698,45258.425963,45421.445957,-0.000224,-0.000224
2014-03-18,44590.000000,44980.000000,44500.000000,44910.000000,306336,459074,44766.000000,CU0,45097.801719,45492.243134,45006.776778,45421.445957,0.007402,0.000000
2014-03-19,44390.000000,46500.000000,43770.000000,46080.000000,1069344,410142,44642.000000,CU0,44895.524071,47029.553262,44268.463361,46604.770200,0.026052,0.026052
2014-03-20,44900.000000,45330.000000,44720.000000,45190.000000,520212,395194,45093.000000,CU0,45411.332075,45846.229019,45229.282191,45704.634665,-0.019314,-0.019314
2014-03-21,45650.000000,45680.000000,45280.000000,45340.000000,273138,372276,45424.000000,CU0,46169.873256,46200.214903,45795.659607,45856.342901,0.003319,0.003319
2014-03-24,45480.000000,45630.000000,45230.000000,45270.000000,254242,373992,45413.000000,CU0,45997.937255,46149.645491,45745.090194,45785.545724,-0.001544,-0.001544
2014-03-25,46150.000000,46400.000000,45990.000000,46240.000000,333594,340932,46169.000000,CU0,46675.567377,46928.414438,46513.745259,46766.592319,0.021427,0.021427
2014-03-26,45960.000000,46050.000000,45830.000000,45930.000000,218770,321428,45953.000000,CU0,46483.403611,46574.428553,46351.923140,46453.061964,-0.006704,-0.006704
2014-03-27,46020.000000,46080.000000,45820.000000,46020.000000,213018,307292,45961.000000,CU0,46544.086906,46604.770200,46341.809257,46544.086906,0.001960,0.001960
2014-03-28,46650.000000,46930.000000,46580.000000,46830.000000,222836,283430,46795.000000,CU0,47181.261498,47464.450206,47110.464321,47363.311382,0.017601,0.017601
2014-03-31,46650.000000,46810.000000,46630.000000,46760.000000,101258,266006,46727.000000,CU0,47181.261498,47343.083617,47161.033734,47292.514205,-0.001495,-0.001495
2014-04-01,46680.000000,46700.000000,46500.000000,46640.000000,82302,275996,46586.000000,CU0,47211.603146,47231.830911,47029.553262,47171.147616,-0.002566,-0.002566
2014-04-02,47040.000000,47050.000000,46510.000000,46570.000000,193656,300382,46682.000000,CU0,47575.702913,47585.816795,47039.667145,47100.350439,-0.001501,-0.001501
2014-04-03,46430.000000,46500.000000,46260.000000,46380.000000,151486,309106,46399.000000,CU0,46958.756085,47029.553262,46786.820084,46908.186673,-0.004080,-0.004080
2014-04-04,46430.000000,46760.000000,46260.000000,46690.000000,381938,294400,46500.000000,CU0,46958.756085,47292.514205,46786.820084,47221.717028,0.006684,0.006684
2014-04-08,46580.000000,46800.000000,46530.000000,46790.000000,105628,294770,46670.000000,CU0,47110.464321,47332.969735,47059.894909,47322.855852,0.002142,0.002142
2014-04-09,46400.000000,46400.000000,46000.000000,46300.000000,216404,312500,46143.000000,CU0,46928.414438,46928.414438,46523.859141,46827.275614,-0.010472,-0.010472
2014-04-10,46340.000000,46490.000000,46260.000000,46440.000000,122278,323604,46353.000000,CU0,46867.731143,47019.439380,46786.820084,46968.869968,0.003024,0.003024
2014-04-11,46600.000000,47030.000000,46390.000000,46580.000000,323522,319522,46635.000000,CU0,47130.692086,47565.589030,46918.300555,47110.464321,0.003015,0.003015
2014-04-14,46790.000000,46840.000000,46590.000000,46730.000000,160554,305490,46712.000000,CU0,47322.855852,47373.425264,47120.578204,47262.172558,0.003220,0.003220
2014-04-15,45870.000000,46250.000000,45750.000000,46150.000000,309304,294318,46004.000000,CU0,46392.378669,46776.706202,46271.012080,46675.567377,-0.012412,-0.012412
2014-04-16,46730.000000,46750.000000,46460.000000,46500.000000,216428,293794,46591.000000,CU0,47262.172558,47282.400323,46989.097732,47029.553262,0.007584,0.007584
2014-04-17,46560.000000,46610.000000,46450.000000,46600.000000,95592,302336,46522.000000,CU0,47090.236557,47140.805969,46978.983850,47130.692086,0.002151,0.002151
2014-04-18,46330.000000,46410.000000,46190.000000,46360.000000,69340,302278,46288.000000,CU0,47100.193364,47181.523290,46957.865994,47130.692086,-0.005150,0.000000
2014-04-21,46600.000000,46660.000000,46520.000000,46640.000000,60526,300310,46592.000000,CU0,47374.681864,47435.679309,47293.351938,47415.346827,0.006040,0.006040
2014-04-22,46580.000000,46700.000000,46470.000000,46640.000000,105966,307476,46577.000000,CU0,47354.349383,47476.344272,47242.520734,47415.346827,0.000000,0.000000
2014-04-23,46660.000000,46780.000000,46620.000000,46760.000000,96418,306632,46710.000000,CU0,47435.679309,47557.674198,47395.014346,47537.341716,0.002573,0.002573
2014-04-24,47450.000000,47770.000000,47230.000000,47730.000000,228246,322536,47546.000000,CU0,48238.812327,48564.132031,48015.155031,48523.467068,0.020744,0.020744
2014-04-25,47800.000000,47960.000000,47750.000000,47910.000000,105458,307038,47849.000000,CU0,48594.630753,48757.290605,48543.799550,48706.459402,0.003771,0.003771
2014-04-28,47840.000000,47960.000000,47820.000000,47920.000000,81468,301650,47883.000000,CU0,48635.295716,48757.290605,48614.963235,48716.625642,0.000209,0.000209
2014-04-29,47700.000000,47700.000000,47580.000000,47630.000000,66736,290924,47632.000000,CU0,48492.968346,48492.968346,48370.973457,48421.804661,-0.006052,-0.006052
2014-04-30,47700.000000,47700.000000,47490.000000,47650.000000,186104,279510,47610.000000,CU0,48492.968346,48492.968346,48279.477290,48442.137142,0.000420,0.000420
2014-05-01,46800.000000,46800.000000,46800.000000,46800.000000,70,2612,46750.000000,CU0,47578.006679,47578.006679,47578.006679,47578.006679,-0.017838,-0.017838
2014-05-05,47670.000000,47690.000000,47600.000000,47650.000000,29024,274580,47641.000000,CU0,48462.469624,48482.802105,48391.305938,48442.137142,0.018162,0.018162
2014-05-06,47460.000000,47600.000000,47450.000000,47540.000000,23772,268154,47533.000000,CU0,48248.978568,48391.305938,48238.812327,48330.308494,-0.002308,-0.002308
2014-05-07,47250.000000,47250.000000,46900.000000,47020.000000,80178,264308,46995.000000,CU0,48035.487512,48035.487512,47679.669086,47801.663975,-0.010938,-0.010938
2014-05-08,47310.000000,47630.000000,47250.000000,47550.000000,55852,260070,47425.000000,CU0,48096.484957,48421.804661,48035.487512,48340.474735,0.011272,0.011272
2014-05-09,47160.000000,47450.000000,47130.000000,47340.000000,127776,256940,47302.000000,CU0,47943.991346,48238.812327,47913.492624,48126.983679,-0.004416,-0.004416
2014-05-12,48730.000000,49070.000000,48730.000000,48960.000000,49194,263196,48929.000000,CU0,49540.091142,49885.743328,49540.091142,49773.914680,0.034221,0.034221
2014-05-13,48230.000000,48280.000000,48120.000000,48200.000000,90262,270800,48189.000000,CU0,49031.779105,49082.610309,48919.950457,49001.280383,-0.015523,-0.015523
2014-05-14,48650.000000,48750.000000,48350.000000,48600.000000,231610,283156,48553.000000,CU0,49458.761217,49560.423624,49153.773994,49407.930013,0.008299,0.008299
2014-05-15,48560.000000,48570.000000,48390.000000,48430.000000,145120,285958,48454.000000,CU0,49367.265050,49377.431291,49194.438957,49235.103920,-0.003498,-0.003498
2014-05-16,48410.000000,48440.000000,48190.000000,48340.000000,120506,294310,48298.000000,CU0,49214.771439,49245.270161,48991.114142,49143.607753,-0.001858,-0.001858
2014-05-19,48830.000000,48910.000000,48770.000000,48850.000000,105688,287168,48838.000000,CU0,49641.753550,49723.083476,49580.756105,49662.086031,0.010550,0.010550
2014-05-20,48500.000000,48570.000000,48300.000000,48480.000000,138800,274540,48423.000000,CU0,49306.267605,49377.431291,49102.942791,49285.935124,-0.007574,-0.007574
2014-05-21,47810.000000,48220.000000,47720.000000,48210.000000,218194,286336,48008.000000,CU0,48604.796994,49021.612865,48513.300827,49011.446624,-0.005569,-0.005569
2014-05-22,48230.000000,48440.000000,48220.000000,48360.000000,123570,288352,48352.000000,CU0,49031.779105,49245.270161,49021.612865,49163.940235,0.003111,0.003111
2014-05-23,48750.000000,48810.000000,48670.000000,48780.000000,81804,285396,48731.000000,CU0,49560.423624,49621.421068,49479.093698,49590.922346,0.008685,0.008685
2014-05-26,49100.000000,49170.000000,49060.000000,49080.000000,54290,282724,49116.000000,CU0,49916.242050,49987.405735,49875.577087,49895.909569,0.006150,0.006150
2014-05-27,48840.000000,48980.000000,48800.000000,48880.000000,95920,294584,48873.000000,CU0,49651.919791,49794.247161,49611.254828,49692.584754,-0.004075,-0.004075
2014-05-28,48940.000000,48960.000000,48820.000000,48870.000000,55778,291252,48892.000000,CU0,49753.582198,49773.914680,49631.587309,49682.418513,-0.000205,-0.000205
2014-05-29,48400.000000,48520.000000,48370.000000,48470.000000,105452,292452,48452.000000,CU0,49204.605198,49326.600087,49174.106476,49275.768883,-0.008185,-0.008185
2014-05-30,48400.000000,48720.000000,48270.000000,48640.000000,357328,283918,48460.000000,CU0,49204.605198,49529.924902,49072.444068,49448.594976,0.003507,0.003507
2014-06-03,48500.000000,48520.000000,48420.000000,48480.000000,65958,282614,48468.000000,CU0,49468.994561,49489.394147,49387.396220,49448.594976,-0.003289,-0.000000
2014-06-04,47880.000000,48140.000000,47810.000000,48130.000000,148042,295070,47980.000000,CU0,48836.607414,49101.802024,48765.208865,49091.602232,-0.007219,-0.007219
2014-06-05,48070.000000,48330.000000,48070.000000,48280.000000,127518,289374,48199.000000,CU0,49030.403475,49295.598085,49030.403475,49244.599122,0.003117,0.003117
2014-06-06,47820.000000,48060.000000,47650.000000,47960.000000,227476,278474,47876.000000,CU0,48775.408658,49020.203683,48602.012182,48918.205756,-0.006628,-0.006628
2014-06-09,47470.000000,47670.000000,47390.000000,47620.000000,161888,295460,47542.000000,CU0,48418.415914,48622.411768,48336.817572,48571.412804,-0.007089,-0.007089
2014-06-10,47470.000000,47670.000000,47360.000000,47480.000000,312926,282786,47520.000000,CU0,48418.415914,48622.411768,48306.218194,48428.615706,-0.002940,-0.002940
2014-06-11,47460.000000,47960.000000,47410.000000,47860.000000,298636,283654,47680.000000,CU0,48408.216121,48918.205756,48357.217158,48816.207829,0.008003,0.008003
2014-06-12,47550.000000,47780.000000,47450.000000,47460.000000,249268,270644,47630.000000,CU0,48500.014255,48734.609487,48398.016328,48408.216121,-0.008358,-0.008358
2014-06-13,47500.000000,47860.000000,47350.000000,47730.000000,345152,256638,47550.000000,CU0,48449.015292,48816.207829,48296.018401,48683.610524,0.005689,0.005689
2014-06-16,47710.000000,48120.000000,47680.000000,48030.000000,225956,249924,47930.000000,CU0,48663.210938,49081.402439,48632.611560,48989.604305,0.006285,0.006285
2014-06-17,47990.000000,48280.000000,47960.000000,48190.000000,189936,248434,48140.000000,CU0,48948.805134,49244.599122,48918.205756,49152.800988,0.003331,0.003331
2014-06-18,48000.000000,48420.000000,48000.000000,48130.000000,177868,250506,48170.000000,CU0,48959.004927,49387.396220,48959.004927,49091.602232,-0.001245,-0.001245
2014-06-19,48210.000000,48330.000000,47840.000000,48060.000000,160010,239982,48080.000000,CU0,49173.200573,49295.598085,48795.808243,49020.203683,-0.001454,-0.001454
2014-06-20,48120.000000,48810.000000,48070.000000,48760.000000,221544,222816,48460.000000,CU0,49081.402439,49785.188135,49030.403475,49734.189171,0.014565,0.014565
2014-06-23,48690.000000,49610.000000,48670.000000,49550.000000,345406,224466,49280.000000,CU0,49662.790622,50601.171550,49642.391037,50539.972794,0.016202,0.016202
2014-06-24,49560.000000,49690.000000,49230.000000,49400.000000,198906,219602,49450.000000,CU0,50550.172587,50682.769892,50213.579428,50386.975904,-0.003027,-0.003027
2014-06-25,49140.000000,49180.000000,48880.000000,49130.000000,160680,223146,49020.000000,CU0,50121.781294,50162.580464,49856.586684,50111.581501,-0.005466,-0.005466
2014-06-26,48950.000000,49680.000000,48910.000000,49590.000000,313756,238252,49410.000000,CU0,49927.985232,50672.570099,49887.186062,50580.771965,0.009363,0.009363
2014-06-27,49540.000000,49720.000000,49340.000000,49520.000000,266704,243858,49530.000000,CU0,50529.773001,50713.369270,50325.777147,50509.373416,-0.001412,-0.001412
2014-06-30,49580.000000,49670.000000,49370.000000,49580.000000,207828,246932,49530.000000,CU0,50570.572172,50662.370306,50356.376525,50570.572172,0.001212,0.001212
2014-07-01,49660.000000,50420.000000,49560.000000,50380.000000,414810,253646,50130.000000,CU0,50652.170514,51427.354758,50550.172587,51386.555587,0.016136,0.016136
2014-07-02,50340.000000,50530.000000,49860.000000,50320.000000,331504,252908,50230.000000,CU0,51345.756417,51539.552478,50856.166367,51325.356831,-0.001191,-0.001191
2014-07-03,50700.000000,51220.000000,50480.000000,51100.000000,513962,269242,50920.000000,CU0,51712.948954,52243.338174,51488.553514,52120.940661,0.015501,0.015501
2014-07-04,51070.000000,51580.000000,50940.000000,51380.000000,447968,271222,51340.000000,CU0,52090.341283,52610.530711,51957.743978,52406.534857,0.005479,0.005479
2014-07-07,51300.000000,51410.000000,50590.000000,50850.000000,410002,253632,51010.000000,CU0,52324.936515,52437.134235,51600.751234,51865.945844,-0.010315,-0.010315
2014-07-08,51000.000000,51250.000000,50750.000000,51180.000000,397122,274642,50970.000000,CU0,52018.942734,52273.937552,51763.947917,52202.539003,0.006490,0.006490
2014-07-09,51250.000000,51480.000000,50670.000000,50930.000000,449864,274348,50980.000000,CU0,52273.937552,52508.532784,51682.349576,51947.544186,-0.004885,-0.004885
2014-07-10,51100.000000,51100.000000,50460.000000,50570.000000,427648,281944,50650.000000,CU0,52120.940661,52120.940661,51468.153929,51580.351649,-0.007069,-0.007069
2014-07-11,50500.000000,50970.000000,50450.000000,50910.000000,302614,276144,50770.000000,CU0,51508.953100,51988.343356,51457.954136,51927.144600,0.006723,0.006723
2014-07-14,50810.000000,51100.000000,50560.000000,50670.000000,367632,279492,50820.000000,CU0,52070.618061,52367.813086,51814.415453,51927.144600,-0.004714,0.000000
2014-07-15,50690.000000,50850.000000,50080.000000,50640.000000,483926,290488,50500.000000,CU0,51947.640809,52111.610478,51322.506445,51896.400287,-0.000592,-0.000592
2014-07-16,50600.000000,50710.000000,50380.000000,50440.000000,334420,290978,50550.000000,CU0,51855.407870,51968.137017,51629.949575,51691.438201,-0.003949,-0.003949
2014-07-17,50510.000000,50530.000000,49810.000000,49920.000000,423458,278562,50130.000000,CU0,51763.174931,51783.671140,51045.807628,51158.536776,-0.010309,-0.010309
2014-07-18,50080.000000,50080.000000,49700.000000,49740.000000,308238,275632,49920.000000,CU0,51322.506445,51322.506445,50933.078481,50974.070898,-0.003606,-0.003606
2014-07-21,49580.000000,49650.000000,49190.000000,49550.000000,386470,270948,49420.000000,CU0,50810.101229,50881.837959,50410.425161,50779.356916,-0.003820,-0.003820
2014-07-22,49670.000000,50110.000000,49590.000000,49890.000000,335014,258362,49840.000000,CU0,50902.334168,51353.250758,50820.349333,51127.792463,0.006862,0.006862
2014-07-23,49950.000000,50120.000000,49700.000000,50010.000000,274390,257254,49900.000000,CU0,51189.281089,51363.498862,50933.078481,51250.769715,0.002405,0.002405
2014-07-24,49940.000000,50690.000000,49870.000000,50650.000000,331520,236376,50290.000000,CU0,51179.032985,51947.640809,51107.296254,51906.648392,0.012797,0.012797
2014-07-25,50760.000000,51100.000000,50600.000000,51040.000000,272472,235346,50820.000000,CU0,52019.377539,52367.813086,51855.407870,52306.324460,0.007700,0.007700
2014-07-28,50970.000000,51020.000000,50240.000000,50630.000000,355526,223282,50540.000000,CU0,52234.587730,52285.828251,51486.476114,51886.152183,-0.008033,-0.008033
2014-07-29,50550.000000,50890.000000,50510.000000,50790.000000,228414,210776,50710.000000,CU0,51804.167348,52152.602895,51763.174931,52050.121852,0.003160,0.003160
2014-07-30,50370.000000,50460.000000,49960.000000,50160.000000,181246,203944,50190.000000,CU0,51619.701471,51711.934409,51199.529193,51404.491280,-0.012404,-0.012404
2014-07-31,50500.000000,50580.000000,50320.000000,50510.000000,186260,225112,50450.000000,CU0,51752.926827,51834.911661,51568.460949,51763.174931,0.006978,0.006978
2014-08-01,50580.000000,50670.000000,50200.000000,50530.000000,192326,237842,50430.000000,CU0,51834.911661,51927.144600,51445.483697,51783.671140,0.000396,0.000396
2014-08-04,50410.000000,50500.000000,50070.000000,50220.000000,216582,244036,50280.000000,CU0,51660.693888,51752.926827,51312.258341,51465.979906,-0.006135,-0.006135
2014-08-05,50510.000000,50650.000000,50370.000000,50570.000000,217728,244468,50540.000000,CU0,51763.174931,51906.648392,51619.701471,51824.663557,0.006969,0.006969
2014-08-06,50160.000000,50240.000000,49720.000000,49720.000000,365124,247542,50000.000000,CU0,51404.491280,51486.476114,50953.574690,50953.574690,-0.016808,-0.016808
2014-08-07,49520.000000,49960.000000,49500.000000,49750.000000,305816,228112,49720.000000,CU0,50748.612603,51199.529193,50728.116395,50984.319003,0.000603,0.000603
2014-08-08,49700.000000,50030.000000,49550.000000,49710.000000,296976,244652,49790.000000,CU0,50933.078481,51271.265924,50779.356916,50943.326585,-0.000804,-0.000804
2014-08-11,49750.000000,50120.000000,49660.000000,49890.000000,221616,241312,49930.000000,CU0,50984.319003,51363.498862,50892.086064,51127.792463,0.003621,0.003621
2014-08-12,49930.000000,49970.000000,49470.000000,49790.000000,259590,252670,49730.000000,CU0,51168.784880,51209.777298,50697.372082,51025.311420,-0.002004,-0.002004
2014-08-13,49820.000000,49850.000000,49270.000000,49300.000000,326178,263872,49510.000000,CU0,51056.055733,51086.800046,50492.409995,50523.154308,-0.009841,-0.009841
2014-08-14,49300.000000,49330.000000,48850.000000,48920.000000,352668,277130,49030.000000,CU0,50523.154308,50553.898621,50061.989614,50133.726344,-0.007708,-0.007708
2014-08-15,48840.000000,49150.000000,48620.000000,48910.000000,319750,270170,48830.000000,CU0,50061.974946,50379.731135,49836.470555,50133.726344,-0.000204,-0.000000
2014-08-18,48850.000000,49230.000000,48780.000000,48970.000000,231790,266498,49000.000000,CU0,50072.225146,50461.732732,50000.473749,50195.227542,0.001227,0.001227
2014-08-19,49070.000000,49450.000000,49000.000000,49390.000000,207150,264950,49180.000000,CU0,50297.729538,50687.237123,50225.978140,50625.735926,0.008577,0.008577
2014-08-20,49260.000000,49590.000000,48880.000000,49530.000000,368788,270298,49240.000000,CU0,50492.483331,50830.739918,50102.975745,50769.238720,0.002835,0.002835
2014-08-21,49620.000000,50470.000000,49580.000000,50230.000000,517728,251360,50110.000000,CU0,50861.490517,51732.757485,50820.489718,51486.752694,0.014133,0.014133
2014-08-22,50250.000000,50850.000000,50160.000000,50760.000000,453032,247764,50550.000000,CU0,51507.253093,52122.265070,51415.001296,52030.013274,0.010551,0.010551
2014-08-25,50740.000000,50960.000000,50580.000000,50670.000000,277682,241392,50730.000000,CU0,52009.512874,52235.017266,51845.509680,51937.761477,-0.001773,-0.001773
2014-08-26,50810.000000,50830.000000,50450.000000,50610.000000,172374,240434,50620.000000,CU0,52081.264272,52101.764671,51712.257085,51876.260279,-0.001184,-0.001184
2014-08-27,50670.000000,50710.000000,50190.000000,50300.000000,211746,225592,50440.000000,CU0,51937.761477,51978.762276,51445.751895,51558.504091,-0.006125,-0.006125
2014-08-28,50220.000000,50480.000000,50100.000000,50250.000000,196510,206478,50250.000000,CU0,51476.502494,51743.007684,51353.500099,51507.253093,-0.000994,-0.000994
2014-08-29,50100.000000,50150.000000,49480.000000,49780.000000,341306,182504,49750.000000,CU0,51353.500099,51404.751097,50717.987722,51025.493711,-0.009353,-0.009353
2014-09-01,49610.000000,50010.000000,49430.000000,49440.000000,185370,210132,49750.000000,CU0,50851.240317,51261.248302,50666.736724,50676.986924,-0.006830,-0.006830
2014-09-02,49360.000000,49940.000000,49250.000000,49630.000000,244238,222220,49644.000000,CU0,50594.985327,51189.496905,50482.233131,50871.740717,0.003843,0.003843
2014-09-03,49520.000000,49990.000000,49480.000000,49680.000000,291508,236868,49750.000000,CU0,50758.988521,51240.747903,50717.987722,50922.991715,0.001007,0.001007
2014-09-04,49500.000000,49680.000000,49310.000000,49500.000000,318328,250900,49490.000000,CU0,50738.488121,50922.991715,50543.734329,50738.488121,-0.003623,-0.003623
2014-09-05,49810.000000,49950.000000,49520.000000,49830.000000,294994,248006,49770.000000,CU0,51056.244310,51199.747104,50758.988521,51076.744709,0.006667,0.006667
